"","variable","value"
"1439","P11",5
"1440","P11",5
"1441","P11",1
"1442","P11",4
"1443","P11",10
"1444","P11",2
"1445","P11",6
"1446","P11",3
"1447","P11",2
"1448","P11",5
"1449","P11",2
"1450","P11",4
"1451","P11",5
"1452","P11",1
"1453","P11",5
"1454","P11",4
"1455","P11",3
"1456","P11",2
"1457","P11",6
"1458","P11",3
"1459","P11",1
"1460","P11",3
"1461","P11",4
"1462","P11",3
"1463","P11",3
"1464","P11",2
"1465","P11",4
"1466","P11",1
"1467","P11",1
"1468","P11",5
"1469","P11",3
"1470","P11",2
"1471","P11",3
"1472","P11",2
"1473","P11",3
"1474","P11",3
"1475","P11",2
"1476","P11",3
"1477","P11",2
"1478","P11",3
"1479","P11",2
"1480","P11",1
"1481","P11",5
"1482","P11",4
"1483","P11",2
"1484","P11",4
"1485","P11",1
"1486","P11",8
"1487","P11",3
"1488","P11",1
"1489","P11",2
"1490","P11",4
"1491","P11",2
"1492","P11",2
"1493","P11",1
"1494","P11",2
"1495","P11",5
"1496","P11",1
"1497","P11",2
"1498","P11",2
"1499","P11",3
"1500","P11",1
"1501","P11",2
"1502","P11",4
"1503","P11",2
"1504","P11",8
"1505","P11",10
"1506","P11",4
"1507","P11",3
"1508","P12",5
"1509","P12",3
"1510","P12",10
"1511","P12",5
"1512","P12",5
"1513","P12",5
"1514","P12",5
"1515","P12",3
"1516","P12",3
"1517","P12",10
"1518","P12",8
"1519","P12",5
"1520","P12",8
"1521","P12",5
"1522","P12",3
"1523","P12",10
"1524","P12",5
"1525","P12",5
"1526","P12",5
"1527","P12",5
"1528","P12",5
"1529","P12",4
"1530","P12",3
"1531","P12",5
"1532","P12",5
"1533","P12",5
"1534","P12",4
"1535","P12",2
"1536","P12",4
"1537","P12",6
"1538","P12",3
"1539","P12",5
"1540","P12",4
"1541","P12",3
"1542","P12",4
"1543","P12",8
"1544","P12",5
"1545","P12",5
"1546","P12",10
"1547","P12",10
"1548","P12",5
"1549","P12",10
"1550","P12",5
"1551","P12",5
"1552","P12",5
"1553","P12",10
"1554","P12",5
"1555","P12",5
"1556","P12",8
"1557","P12",4
"1558","P12",4
"1559","P12",5
"1560","P12",5
"1561","P12",5
"1562","P12",5
"1563","P12",5
"1564","P12",5
"1565","P12",4
"1566","P12",4
"1567","P12",4
"1568","P12",5
"1569","P12",5
"1570","P12",5
"1571","P12",10
"1572","P12",4
"1573","P12",5
"1574","P12",5
"1575","P12",5
"1576","P12",4
"1577","P12",4
"1578","P12",5
"1579","P12",6
"1580","P12",8
"1581","P12",5
"1582","P12",10
"1583","P12",5
"1584","P12",5
"1585","P12",4
"1586","P12",5
"1587","P12",2
"1588","P12",2
"1589","P12",5
"1590","P12",4
"1591","P12",10
"1592","P12",5
"1593","P12",5
"1594","P12",10
"1595","P12",5
"1596","P12",5
"1597","P12",4
"1598","P12",5
"1599","P12",5
"1600","P12",5
"1601","P12",5
"1602","P12",4
"1603","P12",5
"1604","P12",5
"1605","P12",4
"1606","P12",4
"1607","P12",5
"1608","P12",4
"1609","P12",10
"1610","P12",5
"1611","P12",5
"1612","P12",5
"1613","P12",5
"1614","P12",5
"1615","P12",5
"1616","P12",5
"1617","P12",5
"1618","P12",5
"1619","P12",5
"1620","P12",10
"1621","P12",4
"1622","P12",5
"1623","P12",10
"1624","P12",5
"1625","P12",5
"1626","P12",4
"1627","P12",2
"1628","P12",5
"1629","P12",5
"1630","P12",3
"1631","P12",5
"1632","P12",4
"1633","P12",5
"1634","P12",5
"1635","P12",5
"1636","P12",5
"1637","P12",5
"1638","P12",5
"1639","P12",4
"1640","P12",5
"1641","P12",10
"1642","P12",8
"1643","P12",4
"1644","P12",4
"1645","P13",5
"1646","P13",5
"1647","P13",7.5
"1648","P13",4
"1649","P13",5
"1650","P13",4
"1651","P13",5
"1652","P13",4
"1653","P13",4
"1654","P13",7.5
"1655","P13",6
"1656","P13",5
"1657","P13",7.5
"1658","P13",5
"1659","P13",4
"1660","P13",7.5
"1661","P13",4
"1662","P13",5
"1663","P13",5
"1664","P13",5
"1665","P13",5
"1666","P13",5
"1667","P13",4
"1668","P13",5
"1669","P13",4
"1670","P13",4
"1671","P13",4
"1672","P13",4
"1673","P13",4
"1674","P13",6
"1675","P13",4
"1676","P13",5
"1677","P13",4
"1678","P13",4
"1679","P13",4
"1680","P13",6
"1681","P13",5
"1682","P13",5
"1683","P13",7.5
"1684","P13",7.5
"1685","P13",5
"1686","P13",7.5
"1687","P13",5
"1688","P13",5
"1689","P13",4
"1690","P13",7.5
"1691","P13",5
"1692","P13",4
"1693","P13",6
"1694","P13",5
"1695","P13",5
"1696","P13",5
"1697","P13",5
"1698","P13",4
"1699","P13",5
"1700","P13",5
"1701","P13",5
"1702","P13",5
"1703","P13",5
"1704","P13",5
"1705","P13",5
"1706","P13",5
"1707","P13",5
"1708","P13",7.5
"1709","P13",5
"1710","P13",5
"1711","P13",4
"1712","P13",5
"1713","P13",4
"1714","P13",4
"1715","P13",5
"1716","P13",6
"1717","P13",6
"1718","P13",5
"1719","P13",7.5
"1720","P13",5
"1721","P13",5
"1722","P13",4
"1723","P13",5
"1724","P13",5
"1725","P13",4
"1726","P13",5
"1727","P13",4
"1728","P13",6
"1729","P13",5
"1730","P13",5
"1731","P13",7.5
"1732","P13",5
"1733","P13",5
"1734","P13",4
"1735","P13",5
"1736","P13",5
"1737","P13",5
"1738","P13",5
"1739","P13",5
"1740","P13",5
"1741","P13",5
"1742","P13",5
"1743","P13",4
"1744","P13",5
"1745","P13",4
"1746","P13",7.5
"1747","P13",5
"1748","P13",5
"1749","P13",5
"1750","P13",5
"1751","P13",5
"1752","P13",5
"1753","P13",5
"1754","P13",5
"1755","P13",5
"1756","P13",5
"1757","P13",7.5
"1758","P13",5
"1759","P13",5
"1760","P13",7.5
"1761","P13",5
"1762","P13",5
"1763","P13",3
"1764","P13",3
"1765","P13",5
"1766","P13",4
"1767","P13",4
"1768","P13",5
"1769","P13",4
"1770","P13",5
"1771","P13",5
"1772","P13",5
"1773","P13",5
"1774","P13",5
"1775","P13",5
"1776","P13",5
"1777","P13",5
"1778","P13",7.5
"1779","P13",7.5
"1780","P13",4
"1781","P13",5
"1782","P14",1
"1783","P14",3
"1784","P14",0
"1785","P14",4
"1786","P14",0
"1787","P14",0
"1788","P14",3
"1789","P14",0
"1790","P14",0
"1791","P14",0
"1792","P14",0
"1793","P14",2
"1794","P14",0
"1795","P14",0
"1796","P14",0
"1797","P14",3
"1798","P14",0
"1799","P14",0
"1800","P14",0
"1801","P14",0
"1802","P14",0
"1803","P14",0
"1804","P14",0
"1805","P14",0
"1806","P14",4
"1807","P14",0
"1808","P14",4
"1809","P14",4
"1810","P14",3
"1811","P14",15
"1812","P14",0
"1813","P14",2
"1814","P14",3
"1815","P14",5
"1816","P14",0
"1817","P14",0
"1818","P14",1
"1819","P14",0
"1820","P14",15
"1821","P14",3
"1822","P14",0
"1823","P14",9
"1824","P14",0
"1825","P14",0
"1826","P14",0
"1827","P14",6
"1828","P14",0
"1829","P14",2
"1830","P14",12
"1831","P14",0
"1832","P14",3
"1833","P14",2
"1834","P14",4
"1835","P14",0
"1836","P14",3
"1837","P14",0
"1838","P14",3
"1839","P14",0
"1840","P14",0
"1841","P14",2
"1842","P14",2
"1843","P14",1
"1844","P14",1
"1845","P14",9
"1846","P14",0
"1847","P14",0
"1848","P14",3
"1849","P14",1
"1850","P14",1
"1851","P14",0
"1852","P14",1
"1853","P14",3
"1854","P14",0
"1855","P14",0
"1856","P14",6
"1857","P14",0
"1858","P14",0
"1859","P14",0
"1860","P14",0
"1861","P14",1
"1862","P14",0
"1863","P14",0
"1864","P14",0
"1865","P14",0
"1866","P14",0
"1867","P14",0
"1868","P14",0
"1869","P14",0
"1870","P14",0
"1871","P14",0
"1872","P14",5
"1873","P14",0
"1874","P14",0
"1875","P14",0
"1876","P14",0
"1877","P14",0
"1878","P14",0
"1879","P14",0
"1880","P14",0
"1881","P14",0
"1882","P14",0
"1883","P14",0
"1884","P14",3
"1885","P14",3
"1886","P14",0
"1887","P14",0
"1888","P14",2
"1889","P14",1
"1890","P14",0
"1891","P14",0
"1892","P14",0
"1893","P14",0
"1894","P14",0
"1895","P14",0
"1896","P14",0
"1897","P14",0
"1898","P14",0
"1899","P14",0
"1900","P14",0
"1901","P14",0
"1902","P14",0
"1903","P14",4
"1904","P14",0
"1905","P14",0
"1906","P14",0
"1907","P14",3
"1908","P14",0
"1909","P14",0
"1910","P14",3
"1911","P14",0
"1912","P14",0
"1913","P14",5
"1914","P14",0
"1915","P14",6
"1916","P14",9
"1917","P14",0
"1918","P14",0
"1919","P15",2
"1920","P15",4
"1921","P15",0
"1922","P15",4
"1923","P15",0
"1924","P15",0
"1925","P15",4
"1926","P15",0
"1927","P15",0
"1928","P15",0
"1929","P15",0
"1930","P15",2
"1931","P15",0
"1932","P15",0
"1933","P15",0
"1934","P15",10
"1935","P15",0
"1936","P15",0
"1937","P15",0
"1938","P15",0
"1939","P15",0
"1940","P15",0
"1941","P15",0
"1942","P15",0
"1943","P15",4
"1944","P15",0
"1945","P15",4
"1946","P15",4
"1947","P15",4
"1948","P15",8
"1949","P15",0
"1950","P15",3
"1951","P15",4
"1952","P15",5
"1953","P15",0
"1954","P15",0
"1955","P15",1
"1956","P15",0
"1957","P15",10
"1958","P15",4
"1959","P15",0
"1960","P15",8
"1961","P15",0
"1962","P15",0
"1963","P15",0
"1964","P15",4
"1965","P15",0
"1966","P15",2
"1967","P15",10
"1968","P15",0
"1969","P15",2
"1970","P15",2
"1971","P15",4
"1972","P15",0
"1973","P15",2
"1974","P15",0
"1975","P15",2
"1976","P15",0
"1977","P15",0
"1978","P15",2
"1979","P15",2
"1980","P15",2
"1981","P15",1
"1982","P15",8
"1983","P15",0
"1984","P15",0
"1985","P15",4
"1986","P15",1
"1987","P15",1
"1988","P15",0
"1989","P15",1
"1990","P15",2
"1991","P15",0
"1992","P15",0
"1993","P15",4
"1994","P15",0
"1995","P15",0
"1996","P15",0
"1997","P15",0
"1998","P15",3
"1999","P15",0
"2000","P15",0
"2001","P15",0
"2002","P15",0
"2003","P15",0
"2004","P15",0
"2005","P15",0
"2006","P15",0
"2007","P15",0
"2008","P15",0
"2009","P15",4
"2010","P15",0
"2011","P15",0
"2012","P15",0
"2013","P15",0
"2014","P15",0
"2015","P15",0
"2016","P15",0
"2017","P15",0
"2018","P15",0
"2019","P15",0
"2020","P15",0
"2021","P15",5
"2022","P15",4
"2023","P15",0
"2024","P15",0
"2025","P15",1
"2026","P15",5
"2027","P15",0
"2028","P15",0
"2029","P15",0
"2030","P15",0
"2031","P15",0
"2032","P15",0
"2033","P15",0
"2034","P15",0
"2035","P15",0
"2036","P15",0
"2037","P15",0
"2038","P15",0
"2039","P15",0
"2040","P15",1
"2041","P15",0
"2042","P15",0
"2043","P15",0
"2044","P15",2
"2045","P15",0
"2046","P15",0
"2047","P15",5
"2048","P15",0
"2049","P15",0
"2050","P15",5
"2051","P15",0
"2052","P15",4
"2053","P15",10
"2054","P15",0
"2055","P15",0
"2056","P16",2
"2057","P16",5
"2058","P16",0
"2059","P16",5
"2060","P16",0
"2061","P16",0
"2062","P16",4
"2063","P16",0
"2064","P16",0
"2065","P16",0
"2066","P16",0
"2067","P16",5
"2068","P16",0
"2069","P16",0
"2070","P16",0
"2071","P16",15
"2072","P16",0
"2073","P16",0
"2074","P16",0
"2075","P16",0
"2076","P16",0
"2077","P16",0
"2078","P16",0
"2079","P16",0
"2080","P16",4
"2081","P16",0
"2082","P16",3
"2083","P16",4
"2084","P16",4
"2085","P16",12
"2086","P16",0
"2087","P16",3
"2088","P16",2
"2089","P16",5
"2090","P16",0
"2091","P16",0
"2092","P16",1
"2093","P16",0
"2094","P16",15
"2095","P16",9
"2096","P16",0
"2097","P16",12
"2098","P16",0
"2099","P16",0
"2100","P16",0
"2101","P16",12
"2102","P16",0
"2103","P16",2
"2104","P16",12
"2105","P16",0
"2106","P16",3
"2107","P16",4
"2108","P16",3
"2109","P16",0
"2110","P16",4
"2111","P16",0
"2112","P16",3
"2113","P16",0
"2114","P16",0
"2115","P16",4
"2116","P16",4
"2117","P16",2
"2118","P16",2
"2119","P16",12
"2120","P16",0
"2121","P16",0
"2122","P16",4
"2123","P16",2
"2124","P16",2
"2125","P16",0
"2126","P16",3
"2127","P16",9
"2128","P16",0
"2129","P16",0
"2130","P16",9
"2131","P16",0
"2132","P16",0
"2133","P16",0
"2134","P16",0
"2135","P16",3
"2136","P16",0
"2137","P16",0
"2138","P16",0
"2139","P16",0
"2140","P16",0
"2141","P16",0
"2142","P16",0
"2143","P16",0
"2144","P16",0
"2145","P16",0
"2146","P16",5
"2147","P16",0
"2148","P16",0
"2149","P16",0
"2150","P16",0
"2151","P16",0
"2152","P16",0
"2153","P16",0
"2154","P16",0
"2155","P16",0
"2156","P16",0
"2157","P16",0
"2158","P16",5
"2159","P16",3
"2160","P16",0
"2161","P16",0
"2162","P16",2
"2163","P16",4
"2164","P16",0
"2165","P16",0
"2166","P16",0
"2167","P16",0
"2168","P16",0
"2169","P16",0
"2170","P16",0
"2171","P16",0
"2172","P16",0
"2173","P16",0
"2174","P16",0
"2175","P16",0
"2176","P16",0
"2177","P16",2
"2178","P16",0
"2179","P16",0
"2180","P16",0
"2181","P16",4
"2182","P16",0
"2183","P16",0
"2184","P16",5
"2185","P16",0
"2186","P16",0
"2187","P16",3
"2188","P16",0
"2189","P16",9
"2190","P16",15
"2191","P16",0
"2192","P16",0
"2193","P17",2
"2194","P17",5
"2195","P17",0
"2196","P17",5
"2197","P17",0
"2198","P17",0
"2199","P17",3
"2200","P17",0
"2201","P17",0
"2202","P17",0
"2203","P17",0
"2204","P17",2
"2205","P17",0
"2206","P17",0
"2207","P17",0
"2208","P17",3
"2209","P17",0
"2210","P17",0
"2211","P17",0
"2212","P17",0
"2213","P17",0
"2214","P17",0
"2215","P17",0
"2216","P17",0
"2217","P17",5
"2218","P17",0
"2219","P17",3
"2220","P17",3
"2221","P17",2
"2222","P17",6
"2223","P17",0
"2224","P17",1
"2225","P17",1
"2226","P17",5
"2227","P17",0
"2228","P17",0
"2229","P17",1
"2230","P17",0
"2231","P17",15
"2232","P17",3
"2233","P17",0
"2234","P17",3
"2235","P17",0
"2236","P17",0
"2237","P17",0
"2238","P17",6
"2239","P17",0
"2240","P17",1
"2241","P17",9
"2242","P17",0
"2243","P17",1
"2244","P17",2
"2245","P17",5
"2246","P17",0
"2247","P17",1
"2248","P17",0
"2249","P17",2
"2250","P17",0
"2251","P17",0
"2252","P17",2
"2253","P17",2
"2254","P17",1
"2255","P17",1
"2256","P17",3
"2257","P17",0
"2258","P17",0
"2259","P17",1
"2260","P17",1
"2261","P17",1
"2262","P17",0
"2263","P17",1
"2264","P17",3
"2265","P17",0
"2266","P17",0
"2267","P17",3
"2268","P17",0
"2269","P17",0
"2270","P17",0
"2271","P17",0
"2272","P17",1
"2273","P17",0
"2274","P17",0
"2275","P17",0
"2276","P17",0
"2277","P17",0
"2278","P17",0
"2279","P17",0
"2280","P17",0
"2281","P17",0
"2282","P17",0
"2283","P17",5
"2284","P17",0
"2285","P17",0
"2286","P17",0
"2287","P17",0
"2288","P17",0
"2289","P17",0
"2290","P17",0
"2291","P17",0
"2292","P17",0
"2293","P17",0
"2294","P17",0
"2295","P17",4
"2296","P17",1
"2297","P17",0
"2298","P17",0
"2299","P17",1
"2300","P17",2
"2301","P17",0
"2302","P17",0
"2303","P17",0
"2304","P17",0
"2305","P17",0
"2306","P17",0
"2307","P17",0
"2308","P17",0
"2309","P17",0
"2310","P17",0
"2311","P17",0
"2312","P17",0
"2313","P17",0
"2314","P17",2
"2315","P17",0
"2316","P17",0
"2317","P17",0
"2318","P17",1
"2319","P17",0
"2320","P17",0
"2321","P17",3
"2322","P17",0
"2323","P17",0
"2324","P17",2
"2325","P17",0
"2326","P17",3
"2327","P17",3
"2328","P17",0
"2329","P17",0
"2330","P18",4
"2331","P18",4
"2332","P18",0
"2333","P18",5
"2334","P18",0
"2335","P18",0
"2336","P18",4
"2337","P18",0
"2338","P18",0
"2339","P18",0
"2340","P18",0
"2341","P18",4
"2342","P18",0
"2343","P18",0
"2344","P18",0
"2345","P18",12
"2346","P18",0
"2347","P18",0
"2348","P18",0
"2349","P18",0
"2350","P18",0
"2351","P18",0
"2352","P18",0
"2353","P18",0
"2354","P18",4
"2355","P18",0
"2356","P18",3
"2357","P18",3
"2358","P18",4
"2359","P18",9
"2360","P18",0
"2361","P18",3
"2362","P18",4
"2363","P18",5
"2364","P18",0
"2365","P18",0
"2366","P18",1
"2367","P18",0
"2368","P18",12
"2369","P18",3
"2370","P18",0
"2371","P18",12
"2372","P18",0
"2373","P18",0
"2374","P18",0
"2375","P18",12
"2376","P18",0
"2377","P18",4
"2378","P18",9
"2379","P18",0
"2380","P18",4
"2381","P18",4
"2382","P18",4
"2383","P18",0
"2384","P18",4
"2385","P18",0
"2386","P18",3
"2387","P18",0
"2388","P18",0
"2389","P18",4
"2390","P18",4
"2391","P18",3
"2392","P18",4
"2393","P18",12
"2394","P18",0
"2395","P18",0
"2396","P18",4
"2397","P18",4
"2398","P18",1
"2399","P18",0
"2400","P18",4
"2401","P18",12
"2402","P18",0
"2403","P18",0
"2404","P18",12
"2405","P18",0
"2406","P18",0
"2407","P18",0
"2408","P18",0
"2409","P18",4
"2410","P18",0
"2411","P18",0
"2412","P18",0
"2413","P18",0
"2414","P18",0
"2415","P18",0
"2416","P18",0
"2417","P18",0
"2418","P18",0
"2419","P18",0
"2420","P18",4
"2421","P18",0
"2422","P18",0
"2423","P18",0
"2424","P18",0
"2425","P18",0
"2426","P18",0
"2427","P18",0
"2428","P18",0
"2429","P18",0
"2430","P18",0
"2431","P18",0
"2432","P18",4
"2433","P18",3
"2434","P18",0
"2435","P18",0
"2436","P18",4
"2437","P18",4
"2438","P18",0
"2439","P18",0
"2440","P18",0
"2441","P18",0
"2442","P18",0
"2443","P18",0
"2444","P18",0
"2445","P18",0
"2446","P18",0
"2447","P18",0
"2448","P18",0
"2449","P18",0
"2450","P18",0
"2451","P18",4
"2452","P18",0
"2453","P18",0
"2454","P18",0
"2455","P18",3
"2456","P18",0
"2457","P18",0
"2458","P18",4
"2459","P18",0
"2460","P18",0
"2461","P18",4
"2462","P18",0
"2463","P18",12
"2464","P18",12
"2465","P18",0
"2466","P18",0
"2467","P19",5
"2468","P19",5
"2469","P19",25
"2470","P19",2
"2471","P19",1
"2472","P19",1
"2473","P19",2
"2474","P19",3
"2475","P19",4
"2476","P19",15
"2477","P19",15
"2478","P19",2
"2479","P19",25
"2480","P19",3
"2481","P19",5
"2482","P19",10
"2483","P19",1
"2484","P19",3
"2485","P19",1
"2486","P19",3
"2487","P19",4
"2488","P19",1
"2489","P19",5
"2490","P19",3
"2491","P19",5
"2492","P19",1
"2493","P19",3
"2494","P19",5
"2495","P19",5
"2496","P19",25
"2497","P19",4
"2498","P19",4
"2499","P19",2
"2500","P19",5
"2501","P19",5
"2502","P19",15
"2503","P19",2
"2504","P19",2
"2505","P19",10
"2506","P19",10
"2507","P19",2
"2508","P19",10
"2509","P19",1
"2510","P19",1
"2511","P19",4
"2512","P19",5
"2513","P19",3
"2514","P19",2
"2515","P19",20
"2516","P19",2
"2517","P19",4
"2518","P19",2
"2519","P19",3
"2520","P19",2
"2521","P19",1
"2522","P19",1
"2523","P19",4
"2524","P19",3
"2525","P19",2
"2526","P19",5
"2527","P19",3
"2528","P19",2
"2529","P19",1
"2530","P19",10
"2531","P19",5
"2532","P19",1
"2533","P19",5
"2534","P19",1
"2535","P19",5
"2536","P19",4
"2537","P19",1
"2538","P19",25
"2539","P19",5
"2540","P19",2
"2541","P19",10
"2542","P19",3
"2543","P19",1
"2544","P19",5
"2545","P19",1
"2546","P19",5
"2547","P19",1
"2548","P19",3
"2549","P19",1
"2550","P19",5
"2551","P19",1
"2552","P19",1
"2553","P19",5
"2554","P19",5
"2555","P19",1
"2556","P19",5
"2557","P19",5
"2558","P19",1
"2559","P19",3
"2560","P19",3
"2561","P19",5
"2562","P19",3
"2563","P19",3
"2564","P19",3
"2565","P19",3
"2566","P19",1
"2567","P19",4
"2568","P19",25
"2569","P19",5
"2570","P19",5
"2571","P19",3
"2572","P19",5
"2573","P19",2
"2574","P19",5
"2575","P19",2
"2576","P19",1
"2577","P19",5
"2578","P19",5
"2579","P19",15
"2580","P19",5
"2581","P19",2
"2582","P19",25
"2583","P19",4
"2584","P19",3
"2585","P19",1
"2586","P19",1
"2587","P19",3
"2588","P19",3
"2589","P19",2
"2590","P19",1
"2591","P19",2
"2592","P19",3
"2593","P19",2
"2594","P19",1
"2595","P19",5
"2596","P19",3
"2597","P19",2
"2598","P19",3
"2599","P19",2
"2600","P19",20
"2601","P19",15
"2602","P19",4
"2603","P19",1
"2604","P20",4
"2605","P20",5
"2606","P20",15
"2607","P20",4
"2608","P20",1
"2609","P20",4
"2610","P20",4
"2611","P20",5
"2612","P20",5
"2613","P20",3
"2614","P20",9
"2615","P20",5
"2616","P20",15
"2617","P20",4
"2618","P20",5
"2619","P20",9
"2620","P20",4
"2621","P20",5
"2622","P20",3
"2623","P20",3
"2624","P20",5
"2625","P20",4
"2626","P20",5
"2627","P20",4
"2628","P20",5
"2629","P20",4
"2630","P20",5
"2631","P20",5
"2632","P20",5
"2633","P20",15
"2634","P20",5
"2635","P20",2
"2636","P20",3
"2637","P20",5
"2638","P20",5
"2639","P20",12
"2640","P20",1
"2641","P20",4
"2642","P20",9
"2643","P20",15
"2644","P20",2
"2645","P20",9
"2646","P20",1
"2647","P20",1
"2648","P20",5
"2649","P20",9
"2650","P20",5
"2651","P20",1
"2652","P20",15
"2653","P20",1
"2654","P20",5
"2655","P20",5
"2656","P20",5
"2657","P20",2
"2658","P20",3
"2659","P20",1
"2660","P20",5
"2661","P20",2
"2662","P20",2
"2663","P20",5
"2664","P20",3
"2665","P20",5
"2666","P20",1
"2667","P20",12
"2668","P20",5
"2669","P20",1
"2670","P20",5
"2671","P20",3
"2672","P20",5
"2673","P20",5
"2674","P20",3
"2675","P20",12
"2676","P20",6
"2677","P20",5
"2678","P20",15
"2679","P20",4
"2680","P20",2
"2681","P20",5
"2682","P20",1
"2683","P20",5
"2684","P20",1
"2685","P20",2
"2686","P20",2
"2687","P20",15
"2688","P20",1
"2689","P20",2
"2690","P20",3
"2691","P20",4
"2692","P20",1
"2693","P20",1
"2694","P20",5
"2695","P20",1
"2696","P20",5
"2697","P20",3
"2698","P20",5
"2699","P20",2
"2700","P20",2
"2701","P20",5
"2702","P20",2
"2703","P20",1
"2704","P20",4
"2705","P20",3
"2706","P20",5
"2707","P20",5
"2708","P20",1
"2709","P20",5
"2710","P20",2
"2711","P20",5
"2712","P20",1
"2713","P20",1
"2714","P20",4
"2715","P20",4
"2716","P20",12
"2717","P20",5
"2718","P20",3
"2719","P20",15
"2720","P20",3
"2721","P20",1
"2722","P20",1
"2723","P20",2
